,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,營業毛利（毛損）,生物資產當期公允價值減出售成本之變動利益（損失）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
855,4126,太醫,835132,628992,,206140,,,,206140,103192,,102948,-1027,101921,22946,78975,,,78975,373,,79348,78975,,,79348,,,1.2
856,4127,天良生技,265637,106879,,158758,,,,158758,181967,0,-23209,-1323,-24532,3050,-27582,,,-27582,,,-27582,-27582,,,-27582,,,-0.6
857,4128,中天生技,700362,449573,,250789,,,,250789,336688,,-85899,-162692,-248591,2353,-250944,,,-250944,-21800,,-272744,-244991,,-5953,-269860,,-2884,-0.58
858,4129,聯合骨科,1215678,389283,,826395,,,-14444,811951,754802,0,57149,14392,71541,30764,40777,,,40777,1111,,41888,57403,,-16626,58247,,-16359,0.72
859,4130,健亞,238338,133629,,104709,,,,104709,69272,,35437,748,36185,7047,29138,,,29138,286420,,315558,29138,,,315558,,,0.29
860,4131,晶宇生技,12980,7686,,5294,,,,5294,17919,,-12625,1030,-11595,0,-11595,,,-11595,,,-11595,-11446,,-149,-11446,,-149,-0.26
861,4133,亞諾法,223617,129012,,94605,,0,4175,98780,87493,,11287,8231,19518,-1648,21166,,,21166,961,,22127,21166,,,22127,,,0.35
862,4137,麗豐-KY,2100054,388788,,1711266,,,,1711266,1008347,,702919,105934,808853,221532,587321,,,587321,18483,,605804,587321,,,605804,,,7.45
863,4138,曜亞國際,614520,431656,,182864,,,,182864,108733,,74131,8082,82213,12456,69757,,,69757,33995,,103752,59934,,9823,94710,,9042,2.0
864,4139,馬光-KY,425706,360214,,65492,,,,65492,91278,,-25786,5986,-19800,735,-20535,,,-20535,1590,,-18945,-15491,,-5044,-13689,,-5256,-0.37
865,4141,龍燈-KY,4314178,2575056,,1739122,,,,1739122,1508512,,230610,-281320,-50710,-5388,-45322,,,-45322,-235684,,-281006,-45322,0,0,-281006,0,0,-0.3
866,4142,國光生技,100702,247018,,-146316,,,,-146316,187128,,-333444,59592,-273852,0,-273852,,,-273852,46994,,-226858,-254611,,-19241,-207617,,-19241,-1.08
867,4144,康聯-KY,1140969,587601,,553368,,,,553368,435757,,117611,64140,181751,62342,119409,,,119409,381,,119790,118892,,517,116692,,3098,1.54
868,4147,中裕新藥,38415,52664,,-14249,,,,-14249,216829,182090,-48988,237271,188283,,188283,,,188283,1630,,189913,188283,,,189913,,,0.75
869,4148,全宇生技-KY,1455617,1020857,,434760,,,,434760,197984,,236776,12508,249284,29836,219448,,,219448,60644,,280092,185676,,33772,238130,,41962,2.9
870,4152,台微體,29663,,,29663,,,,29663,434604,,-404941,6480,-398461,411,-398872,,,-398872,417,,-398455,-398872,,,-398455,,,-7.16
871,4153,鈺緯,348888,236557,,112331,,2115,,110216,80105,,30111,12355,42466,2844,39622,,,39622,271,,39893,39622,,,39893,,,0.56
872,4154,康樂-KY,235889,102574,,133315,,,,133315,152970,,-19655,12177,-7478,957,-8435,,,-8435,3085,,-5350,-8435,,,-5350,,,-0.43
873,4155,訊映,551042,429780,,121262,,18433,29246,132075,80800,,51275,44479,95754,24276,71478,,,71478,4021,,75499,71478,,,75499,,,0.94
874,4157,太景*-KY,19978,1351,,18627,,,,18627,126214,,-107587,-15300,-122887,,-122887,,,-122887,3005,,-119882,-122887,,0,-119882,,0,-0.17
875,4160,創源生技,186247,112158,,74089,,,,74089,63233,,10856,5526,16382,3456,12926,,,12926,-12,,12914,12783,,143,12771,,143,0.53
876,4161,聿新生技,240615,170083,,70532,,,,70532,60013,,10519,42922,53441,5572,47869,,,47869,-15310,,32559,48435,,-566,33327,,-768,1.0
877,4162,智擎,76050,2820,,73230,,,,73230,113151,,-39921,68203,28282,7277,21005,,,21005,-24,,20981,21005,,,20981,,,0.14
878,4163,鐿鈦科技,896059,555471,,340588,,,,340588,208857,,131731,41441,173172,34702,138470,,,138470,2282,,140752,138470,,,140752,,,3.44
879,4164,承業醫,1113126,767488,,345638,,,,345638,143902,,201736,-31213,170523,31594,138929,,,138929,-13168,,125761,140106,,-1177,126938,,-1177,1.0
880,4167,展旺,593501,609621,,-16120,,,,-16120,130908,0,-147028,-3444,-150472,,-150472,,,-150472,,,-150472,,,,,,,-0.61
881,4168,醣聯,453,228,,225,,,,225,177298,,-177073,10382,-166691,0,-166691,,,-166691,2787,,-163904,-166691,,,-163904,,,-2.2
882,4171,瑞基海洋,88878,12467,,76411,,-84,,76495,65674,,10821,7722,18543,-4296,22839,,,22839,56,,22895,22839,,,22895,,,0.67
883,4173,久裕,632922,527442,,105480,,,,105480,81614,,23866,-4529,19337,-7939,27276,,,27276,-37528,,-10252,27276,,,-10252,,,0.61
884,4174,浩鼎,12747,239,,12508,,,,12508,549274,,-536766,113529,-423237,-3218,-420019,,,-420019,-227,,-420246,-403006,,-17013,-403132,,-17114,-2.33
885,4175,杏一,2240457,1553392,,687065,,,,687065,623676,,63389,4186,67575,16055,51520,,,51520,2665,,54185,52038,,-518,54755,,-570,1.84
886,4180,安成藥業,368870,334462,,34408,,,,34408,385026,,-350618,121420,-229198,14265,-243463,,,-243463,-708,,-244171,-223625,,-19838,-224333,,-19838,-1.86
887,4183,福永生技,191570,160086,,31484,,,,31484,43418,,-11934,5338,-6596,181,-6777,,,-6777,-7,,-6784,,,,,,,-0.28
888,4188,安克生醫,41275,11107,,30168,,,,30168,65193,,-35025,35141,116,0,116,,,116,-393,,-277,-9290,,9406,-9683,,9406,-0.18
889,4190,佐登-KY,1494295,343693,,1150602,,,,1150602,803229,,347373,13056,360429,98427,262002,,,262002,4068,,266070,262002,,,266070,,,4.48
890,4192,杏國新藥,3771,1696,,2075,,,,2075,124278,,-122203,1145,-121058,,-121058,,,-121058,-10049,,-131107,-121058,,,-131107,,,-1.73
891,4198,環瑞醫,155829,144966,,10863,,,,10863,160095,,-149232,10228,-139004,65,-139069,,,-139069,-235,,-139304,-139069,,,-139304,,,-3.27
892,4205,中華食品,726061,451195,,274866,,,,274866,119804,,155062,1054,156116,32621,123495,,,123495,,,123495,,,,,,,1.53
893,4207,環泰企業,1851984,1595839,,256145,,,,256145,133049,,123096,-6411,116685,39270,77415,,,77415,270,,77685,60203,,17212,61779,,15906,0.37
894,4303,信立,235409,199842,,35567,,,,35567,31327,,4240,51295,55535,5227,50308,0,,50308,240,,50548,50308,,,50548,,,2.52
895,4304,勝昱,221010,205629,,15381,,,,15381,44485,,-29104,-513,-29617,400,-30017,,,-30017,1345,,-28672,-30017,,,-28672,0,0,-0.83
896,4305,世坤塑膠,589375,442670,,146705,,,,146705,40629,,106076,14756,120832,23408,97424,,,97424,253,,97677,,,,,,,1.77
897,4306,炎洲,10249452,8923244,,1326208,,,,1326208,867506,,458702,-701,458001,76170,381831,,,381831,100329,,482160,394402,,-12571,490834,,-8674,0.8
898,4401,東隆興業,2133783,1787570,,346213,,,,346213,121076,,225137,7553,232690,58872,173818,,,173818,3895,,177713,167399,,6419,170565,,7148,1.39
899,4406,新昕纖維,364398,357430,,6968,,,,6968,15983,,-9015,6725,-2290,220,-2510,,,-2510,21,,-2489,,,,,,,-0.05
900,4413,飛寶企業,290753,257758,,32995,,,,32995,18712,,14283,1806,16089,,16089,,,16089,,,16089,,,,,,,0.69
901,4414,如興,8225289,7052746,,1172543,,,,1172543,1249715,,-77172,-159338,-236510,-9831,-226679,,,-226679,100256,,-126423,-216463,,-10216,-116447,,-9976,-0.25
902,4415,台原藥,7699,3799,,3900,,,,3900,17929,,-14029,698,-13331,0,-13331,,,-13331,17,,-13314,-13331,,,-13314,,,-0.38
903,4416,三圓,31869,23058,,8811,,,,8811,16197,,-7386,-43336,-50722,-12768,-37954,-97826,,-135780,17471,,-118309,-73660,,-62120,-67647,,-50662,-1.32
904,4417,金洲海洋,1616944,1202744,,414200,,,,414200,178634,,235566,-8189,227377,45922,181455,,,181455,22341,,203796,173794,,7661,194885,,8911,2.08
905,4419,元勝國際,5812,4259,,1553,,,,1553,15765,,-14212,1097,-13115,0,-13115,,,-13115,,,-13115,,,,,,,-0.4
906,4420,光明絲織,536785,480264,,56521,,,,56521,23719,,32802,2938,35740,7499,28241,,,28241,-89,,28152,,,,,,,0.7
907,4426,利勤實業,1024448,714191,,310257,,,,310257,108474,,201783,19293,221076,46462,174614,,,174614,197,,174811,174614,,,174811,,,1.25
908,4429,聚紡,439597,364954,,74643,,,,74643,64934,,9709,2618,12327,4207,8120,,,8120,56,,8176,8120,,,8176,,,0.24
909,4430,耀億工業,990101,732173,,257928,,,,257928,178494,,79434,21973,101407,25644,75763,,,75763,-9695,,66068,75763,,,66068,,,1.35
910,4432,銘旺實,1013268,843762,,169506,,,,169506,104381,,65125,26593,91718,18910,72808,,,72808,10199,,83007,72808,,,83007,,,1.44
911,4433,興采實業,769702,619603,,150099,,,,150099,130042,,20057,11077,31134,10724,20410,,,20410,8953,,29363,21062,,-652,26330,,3033,0.7
912,4438,廣越,4103086,3403562,,699524,,,,699524,444759,,254765,-40724,214041,57496,156545,,,156545,52240,,208785,130823,,25722,182328,,26457,1.26
913,4502,健信科技,1355196,1151999,,203197,,,,203197,114321,,88876,-2403,86473,19366,67107,,,67107,772,,67879,63970,,3137,64699,,3180,1.44
914,4503,金雨,170787,129965,,40822,,,,40822,16631,,24191,4401,28592,5990,22602,,,22602,2208,,24810,22602,,,24810,,,0.58
915,4506,崇友,2110989,1447160,,663829,,,,663829,265122,,398707,9001,407708,56341,351367,,,351367,15316,,366683,351352,,15,366678,,5,1.98
916,4510,高鋒工業,1403683,1174288,,229395,,,,229395,205062,,24333,732,25065,3667,21398,,,21398,48660,,70058,21389,,9,69978,,80,0.2
917,4513,福裕事業,1105011,822239,,282772,,,,282772,209696,,73076,3547,76623,7096,69527,,,69527,14028,,83555,69527,,0,83555,,0,0.9
918,4523,永彰機電,588010,503999,,84011,,1523,398,82886,169131,,-86245,40133,-46112,-4498,-41614,0,,-41614,5444,,-36170,-41614,,0,-36170,,,-0.65
919,4526,東台,5443660,4146144,,1297516,,,,1297516,1075944,,221572,46443,268015,21664,246351,,,246351,35728,,282079,203983,,42368,238846,,43233,0.8
920,4527,霖,1338171,1023374,,314797,,,,314797,210714,,104083,6293,110376,25332,85044,,,85044,4995,,90039,87161,,-2117,91549,,-1510,1.14
921,4528,江興鍛壓,1403019,1064757,,338262,,,,338262,137318,,200944,-1015,199929,58710,141219,,,141219,7325,,148544,141219,,0,148544,,0,1.85
922,4529,淳紳,4040,22,,4018,,,,4018,53572,,-49554,-91546,-141100,,-141100,,,-141100,13016,,-128084,-141100,,,-128084,,,-1.78
923,4530,宏易創新,24560,17357,,7203,,,,7203,16697,,-9494,17053,7559,,7559,,,7559,1505,,9064,7713,,-154,9218,,-154,0.17
924,4532,瑞智精密,12582359,10621574,,1960785,,,,1960785,882382,,1078403,-8464,1069939,347602,722337,,,722337,95174,,817511,670764,,51573,752110,,65401,1.36
925,4533,協易機械,1957275,1470485,,486790,,,,486790,452832,,33958,22373,56331,18067,38264,,,38264,14595,,52859,38264,,0,52859,,0,0.24
926,4534,慶騰精密,801336,701078,,100258,,,,100258,96722,,3536,4999,8535,8029,506,,,506,2938,,3444,582,,-76,3444,,,0.01
927,4535,至興精機,1550701,1280278,,270423,,,,270423,133014,,137409,20274,157683,37202,120481,,,120481,14328,,134809,94810,,25671,105091,,29718,1.25
928,4536,拓凱,3497754,2552749,,945005,,,,945005,566097,,378908,119217,498125,139428,358697,,,358697,47670,,406367,369081,,-10384,413743,,-7376,4.06
929,4540,全球傳動,1721335,1090419,,630916,,,,630916,203192,,427724,10067,437791,93104,344687,,,344687,,,344687,,,,,,,4.04
930,4541,晟田科技,670752,536736,,134016,,,,134016,104942,,29074,36647,65721,8412,57309,,,57309,,,57309,,,,,,,1.06
931,4542,科嶠,278087,197096,,80991,,,,80991,65294,,15697,12849,28546,3396,25150,,,25150,685,,25835,24619,,531,25294,,541,0.87
932,4543,萬在,572161,431678,,140483,,,,140483,85225,,55258,15954,71212,11028,60184,,,60184,697,,60881,60184,,,60881,,,1.06
933,4545,銘鈺,855029,770178,,84851,,,,84851,203429,,-118578,19953,-98625,-26495,-72130,,,-72130,4670,,-67460,-72130,,,-67460,,,-0.94
934,4549,桓達,545919,236227,,309692,,,,309692,186368,,123324,23840,147164,45761,101403,,,101403,4533,,105936,101403,,,105936,,,2.51
935,4550,長佳,655509,615125,,40384,,,,40384,26008,,14376,3639,18015,3301,14714,,,14714,-548,,14166,14714,,,14166,,,0.42
936,4551,智伸科,2188270,1574383,,613887,,,,613887,221059,,392828,-42168,350660,116188,234472,,,234472,35116,,269588,234472,,,269588,,,2.86
937,4552,力達-KY,4040875,3079076,,961799,,,,961799,294807,,666992,-46268,620724,227029,393695,,,393695,36337,,430032,393695,,,430032,,,3.94
938,4554,橙的,238098,153428,,84670,,,,84670,84073,,597,6958,7555,3634,3921,,,3921,239,,4160,3921,,0,4160,,,0.18
939,4555,台灣氣立,862577,527844,,334733,,,,334733,214186,,120547,29132,149679,33075,116604,,,116604,6810,,123414,112605,,3999,119227,,4187,1.68
940,4556,旭然國際,214613,120108,,94505,,,,94505,69648,,24857,5362,30219,7070,23149,,,23149,3562,,26711,23149,,,26711,,,0.66
941,4557,永新-KY,685221,500874,,184347,,,,184347,122027,,62320,10996,73316,9721,63595,,,63595,13744,,77339,62747,,848,77568,,-229,1.82
942,4560,強信-KY,915538,528114,,387424,,,,387424,157425,,229999,3679,233678,63191,170487,,,170487,6320,,176807,170487,0,0,176807,0,0,2.61
943,4561,健椿,548328,414158,,134170,,,,134170,46612,,87558,-5040,82518,18043,64475,,,64475,,,64475,,,,,,,1.27
944,4562,穎漢科技,717295,459606,,257689,,,,257689,177464,-52,80173,23159,103332,27386,75946,,,75946,-798,,75148,75898,,48,75053,,95,1.12
945,4563,百德,979649,737337,,242312,,,,242312,158756,,83556,15320,98876,16766,82110,,,82110,4221,,86331,82110,0,0,86331,0,0,2.33
946,4566,時碩工業,1735717,1398207,,337510,,,,337510,260277,,77233,122779,200012,63397,136615,,,136615,6854,,143469,136615,,0,143469,,0,2.13
947,4609,唐鋒實業,290768,283524,,7244,,,,7244,82546,,-75302,20858,-54444,0,-54444,0,,-54444,4133,,-50311,-54444,,,-50311,,,-1.14
948,4702,中美實,244197,215280,,28917,,,,28917,61958,,-33041,29489,-3552,-2432,-1120,,,-1120,7553,,6433,-1120,,,6433,,,0.0
949,4706,大恭化學,816939,657427,,159512,,,,159512,100683,,58829,2830,61659,14054,47605,,,47605,2871,,50476,47661,,-56,50532,,-56,0.6
950,4707,磐亞,970678,922350,,48328,,,,48328,43624,,4704,113192,117896,34,117862,,,117862,59772,,177634,,,,,,,0.48
951,4711,永純化工,546815,479545,,67270,,,,67270,41664,,25606,3727,29333,271,29062,,,29062,209,,29271,29062,,,29271,,,0.48
952,4712,南璋,76394,76079,,-2692,-3007,,,-2692,25516,,-28208,12230,-15978,0,-15978,,,-15978,4860,,-11118,-15977,,-1,-10997,,-121,-0.26
953,4714,永捷,292970,257365,,35605,,,,35605,47445,,-11840,2255,-9585,552,-10137,,,-10137,53034,,42897,-10137,,,42897,,,-0.12
954,4716,大立高,538342,459342,,79000,,,,79000,77650,,1350,11533,12883,1254,11629,,,11629,278,,11907,11629,,0,11899,,8,0.15
955,4720,德淵企業,1533165,1270413,,262752,,-35,,262787,259179,,3608,12258,15866,7082,8784,,,8784,-7628,,1156,7973,,811,14110,,-12954,0.09
956,4721,美琪瑪,2575290,2381325,,193965,,2615,0,191350,58614,,132736,47808,180544,29290,151254,,,151254,-7979,,143275,151254,,0,143275,,0,2.02
957,4722,國精化學,2481450,2107853,,373597,,,,373597,205954,,167643,28188,195831,54701,141130,,,141130,5283,,146413,141130,,,146413,,,1.41
958,4725,信昌化,7782596,7278718,,503878,,,,503878,178068,,325810,-15979,309831,14706,295125,,,295125,41599,,336724,,,,,,,1.01
959,4726,永昕生物,65887,84538,,-18651,,,,-18651,130274,,-148925,16587,-132338,-6514,-125824,,,-125824,-5523,,-131347,,,,,,,-1.14
960,4728,雙美,127681,32038,,95643,,,,95643,77072,,18571,18720,37291,6251,31040,,,31040,1924,,32964,31040,,0,32964,,0,0.57
961,4729,熒茂,570865,467222,,103643,,,,103643,119861,,-16218,18140,1922,535,1387,,,1387,26021,,27408,4501,,-3114,19958,,7450,0.04
962,4735,豪展醫療,521815,403527,,118288,,,,118288,98928,,19360,18494,37854,7472,30382,,,30382,-15506,,14876,30382,,,14876,,,0.94
963,4736,泰博,1901417,1046002,,855415,,,,855415,459538,,395877,71057,466934,97523,369411,,,369411,12171,,381582,363266,,6145,375267,,6315,4.64
964,4737,華廣,829243,467921,,361322,,,,361322,299022,,62300,-14866,47434,6764,40670,,,40670,2563,,43233,40795,,-125,43356,,-123,0.71
965,4739,康普材料,3169263,2726854,,442409,,,,442409,112861,,329548,18162,347710,61093,286617,,,286617,5919,,292536,253032,,33585,262855,,29681,3.01
966,4741,泓瀚科技,365367,243522,,121845,,,,121845,69625,,52220,5709,57929,11034,46895,,,46895,3,,46898,46895,,,46898,,,1.43
967,4743,合一生技,10051,6047,,4004,,,,4004,54841,,-50837,-23052,-73889,,-73889,,,-73889,-54207,,-128096,-74830,,941,-129037,,941,-0.38
968,4744,皇將,519530,318496,,201034,,,,201034,171557,,29477,14109,43586,3259,40327,,,40327,4719,,45046,40327,,,45046,,,1.0
969,4745,合富-KY,1874374,1451369,,423005,,,,423005,205529,,217476,164889,382365,204032,178333,,,178333,33121,,211454,175103,,3230,203188,,8266,2.76
970,4746,台耀,1305681,847134,,458547,,,,458547,443578,,14969,157217,172186,-1632,173818,,,173818,8754,,182572,198326,,-24508,204445,,-21873,2.13
971,4747,強生製藥,204983,121079,,83904,,,,83904,51563,,32341,1395,33736,6167,27569,,,27569,6462,,34031,,,,,,,0.92
972,4754,國碳科,213130,133123,,80007,,,,80007,55608,,24399,12850,37249,7388,29861,,,29861,244,,30105,29861,,,30105,,,1.91
973,4755,三福化工,2034516,1644294,,390222,,,,390222,165308,,224914,30343,255257,54697,200560,,,200560,3655,,204215,200560,,,204215,,,2.21
974,4763,材料-KY,850201,675217,,174984,,,,174984,123112,,51872,53919,105791,-4089,109880,,,109880,10565,,120445,111203,,-1323,121064,,-619,2.39
975,4764,雙鍵,2327376,1697434,,629942,,,,629942,258063,,371879,30387,402266,115053,287213,,,287213,-10181,,277032,286417,,796,276768,,264,4.11
976,4803,VHQ-KY,763451,312521,,450930,,,,450930,150197,,300733,-1693,299040,59809,239231,,,239231,6170,,245401,217749,,21482,223935,,21466,6.07
977,4804,大略-KY,481985,385752,,96233,,,,96233,107151,,-10918,-3468,-14386,180,-14566,,,-14566,5752,,-8814,-14566,,,-8814,,,-0.42
978,4806,昇華,85438,44599,,40839,,,,40839,24820,,16019,-12072,3947,1269,2678,,,2678,-719,,1959,2678,,,1959,,,0.08
979,4807,日成-KY,1418914,976685,,442229,,,,442229,203199,,239030,11952,250982,63820,187162,,,187162,4428,,191590,95697,,91465,100014,,91576,2.51
980,4903,聯光通信,450157,408439,,41718,,,,41718,67523,,-25805,15267,-10538,0,-10538,,,-10538,-11959,,-22497,-10487,,-51,-22446,,-51,-0.12
981,4904,遠傳,43287173,28788573,,14498600,,,,14498600,7666516,,6832084,-365797,6466287,1325589,5140698,,,5140698,28747,,5169445,5131298,,9400,5159866,,9579,1.57
982,4905,台聯電訊,39612,24409,,15203,,,,15203,136110,,-120907,458193,337286,236234,101052,,,101052,-8470,,92582,101135,,-83,92665,,-83,2.38
983,4906,正文,7805624,7193199,,612425,,,,612425,827784,,-215359,164589,-50770,11477,-62247,,,-62247,-212116,,-274363,-63275,,1028,-275416,,1053,-0.19
984,4907,富宇地產,645718,444127,,201591,,,,201591,50366,,151225,-6868,144357,1082,143275,,,143275,,,143275,,,,,,,1.21
985,4908,前鼎光電,412928,264241,,148687,,,,148687,73311,,75376,19724,95100,16955,78145,,,78145,1147,,79292,,,,,,,1.01
986,4909,新復興,511492,442915,,68577,,,,68577,54655,,13922,56522,70444,17708,52736,,,52736,15459,,68195,52736,,0,68195,,0,0.56
987,4911,德英,116,9088,,-8972,,,,-8972,12390,,-21362,1975,-19387,-8046,-11341,,,-11341,0,,-11341,,,,,,,-0.2
988,4912,聯德控股-KY,2246360,1812639,,433721,,,,433721,319658,,114063,-24032,90031,17719,72312,,,72312,21788,,94100,66413,,5899,87087,,7013,1.68
989,4915,致伸,26681432,23504605,,3176827,,,,3176827,2536094,,640733,255114,895847,199106,696741,,,696741,20533,,717274,691197,,5544,705983,,11291,1.56
990,4916,事欣科,4303836,3273790,,1030046,,,,1030046,829502,,200544,16683,217227,40020,177207,,,177207,26061,,203268,122971,,54236,155163,,48105,1.54
991,4919,新唐科技,4926934,3029862,,1897072,,,,1897072,1562488,,334584,79858,414442,53242,361200,,,361200,-164249,,196951,361200,,,196951,,,1.74
992,4924,欣厚-KY,286262,254375,,31887,,,,31887,42221,,-10334,3810,-6524,-2813,-3711,,,-3711,5073,,1362,-3711,,,1362,,,-0.1
993,4927,泰鼎-KY,4836217,4183541,,652676,,,,652676,429970,,222706,30647,253353,7328,246025,,,246025,27638,,273663,244926,,1099,272445,,1218,1.69
994,4930,燦星網通,4784362,4233713,,550649,,,,550649,896347,,-345698,55977,-289721,1261,-290982,,,-290982,58806,,-232176,-181601,,-109381,-144563,,-87613,-1.35
995,4933,友輝,1213066,1032506,,180560,,,,180560,141465,0,39095,29284,68379,5447,62932,,,62932,6,,62938,62956,,-24,62962,,-24,0.82
996,4934,太極能源,1725764,2162410,,-436646,,,,-436646,159317,,-595963,-123073,-719036,-59228,-659808,,,-659808,25853,,-633955,-659808,,,-633955,,,-1.85
997,4935,茂林-KY,2123215,1846839,,276376,,,,276376,289783,,-13407,30397,16990,11225,5765,,,5765,63905,,69670,5765,,,69670,,,0.04
998,4938,和碩,552149598,534174770,,17974828,,,,17974828,14186241,,3788587,1741919,5530506,850801,4679705,,,4679705,1889759,,6569464,5012182,,-332477,7220053,,-650589,1.92
999,4939,亞電,894044,687621,,206423,,,,206423,114651,,91772,-5360,86412,35806,50606,,,50606,10795,,61401,50606,,,61401,,,0.52
1000,4942,嘉彰,3097113,2443887,,653226,,,,653226,369669,,283557,93843,377400,129482,247918,,,247918,77306,,325224,249202,,-1284,326508,,-1284,1.75
1001,4943,康控-KY,2403375,1636276,,767099,,,,767099,424028,,343071,37100,380171,185983,194188,,,194188,5876,,200064,194188,,,200064,,,1.81
1002,4944,兆遠科技,665424,846892,,-181468,,,,-181468,95457,,-276925,40932,-235993,-4013,-231980,,,-231980,-64174,,-296154,-231980,,,-296154,,,-1.1
1003,4946,紅心辣椒,166004,126793,,39211,,,,39211,48919,,-9708,35502,25794,14876,10918,,,10918,370,,11288,15909,,-4991,16279,,-4991,0.58
1004,4947,昂寶-KY,2435712,1345141,,1090571,,,,1090571,596908,,493663,12584,506247,102012,404235,,,404235,36712,,440947,404316,,-81,441028,,-81,7.22
1005,4950,牧東,78619,85146,,-6527,,,,-6527,78395,,-84922,31816,-53106,-94,-53012,,,-53012,-68761,,-121773,-53012,,,-121773,,,-1.16
1006,4952,凌通科技,1457427,955227,,502200,,,,502200,343424,,158776,12692,171468,20003,151465,,,151465,2932,,154397,151465,,,154397,,,1.39
1007,4953,緯創軟體,1771924,1321693,,450231,,,,450231,341263,,108968,8392,117360,3355,114005,,,114005,11969,,125974,114005,,,125974,,,2.39
1008,4956,光鋐,583028,465436,,117592,,,,117592,108530,800,9862,12291,22153,4746,17407,,,17407,71,,17478,17407,,,17478,,,0.17
1009,4958,臻鼎-KY,43424298,36335595,,7088703,,,,7088703,4643531,,2445172,-305056,2140116,580644,1559472,,,1559472,307782,,1867254,1127991,,431481,1359796,,507458,1.4
1010,4960,誠美材,5258377,5422336,,-163959,,,,-163959,495806,,-659765,-120073,-779838,-28456,-751382,,,-751382,10126,,-741256,-557179,,-194203,-550768,,-190488,-0.84
1011,4966,譜瑞-KY,4615859,2726415,,1889444,,,,1889444,1129858,,759586,859,760445,-11021,771466,,,771466,215001,,986467,771466,,,986467,,,10.1
1012,4968,立積,1374636,940468,,434168,,,,434168,335220,,98948,6550,105498,21924,83574,,,83574,-1,,83573,,,,,,,1.52
1013,4971,IET-KY,322783,194251,,128532,,,,128532,76258,,52274,-2972,49302,9688,39614,,,39614,35348,,74962,39577,,37,74925,,37,1.1
1014,4972,湯石照明,506083,336201,,169882,,,,169882,134826,,35056,145335,180391,17083,163308,,,163308,89257,,252565,163308,,,252565,,,4.09
1015,4973,廣穎電通,2370021,2180488,,189533,,,,189533,262809,,-73276,16707,-56569,-3598,-52971,,,-52971,100639,,47668,-52971,,,47668,,,-0.83
1016,4974,亞泰,1924565,1673098,,251467,,,,251467,73674,,177793,33355,211148,40333,170815,,,170815,24719,,195534,170815,,,195534,,,2.36
1017,4976,佳凌,838181,739754,,98427,,,,98427,80740,,17687,17999,35686,14,35672,,,35672,-114,,35558,,,,,,,0.31
1018,4977,眾達-KY,936644,696717,,239927,,,,239927,130660,-1941,107326,28112,135438,-5185,140623,,,140623,29560,,170183,140953,,-330,170513,,-330,2.41
1019,4979,華星光,968873,1117160,,-148287,,,,-148287,124895,,-273182,-10530,-283712,0,-283712,0,,-283712,604,,-283108,-283712,,,-283108,,,-2.92
1020,4987,科誠,523931,311993,,211938,,,,211938,129270,,82668,12142,94810,21871,72939,,,72939,1791,,74730,72939,,,74730,,,2.97
1021,4989,榮科,1568353,1337999,,230354,,,,230354,66884,,163470,24989,188459,42280,146179,,,146179,8435,,154614,146179,,,154614,,,1.04
1022,4991,環宇-KY,1001685,531164,,470521,,,,470521,259881,,210640,1296,211936,35799,176137,,,176137,60341,,236478,176137,,,236478,,,2.22
1023,4994,傳奇,424708,83371,,341337,,,,341337,462080,,-120743,6143,-114600,15853,-130453,,,-130453,5724,,-124729,-130453,,,-124729,,,-1.18
1024,4995,晶達光電,453578,310706,,142872,,,,142872,106720,,36152,2956,39108,6313,32795,,,32795,-110,,32685,32795,,,32685,,,0.92
1025,4999,鑫禾,1207237,756446,,450791,,,,450791,151019,,299772,33332,333104,103931,229173,,,229173,26730,,255903,229173,,,255903,,,3.1
1026,5007,三星科技,3996666,3066059,,930607,,,,930607,220142,,710465,20575,731040,156153,574887,,,574887,9702,,584589,566881,,8006,572583,,12006,1.92
1027,5009,榮剛,4873567,4216137,,657430,,,,657430,501050,,156380,-48471,107909,32665,75244,,,75244,13886,,89130,74243,,1001,79744,,9386,0.17
1028,5011,久陽,544989,475145,,69844,,,,69844,49508,,20336,592,20928,1833,19095,,,19095,1,,19096,,,,,,,0.46
1029,5013,強新工業,3936621,3353281,,583340,,,,583340,207370,,375970,-34964,341006,119615,221391,,,221391,8501,,229892,178719,,42672,183137,,46755,1.34
1030,5014,建錩實業,8232775,7892228,,340547,,,,340547,318709,,21838,-97863,-76025,25423,-101448,,,-101448,45755,,-55693,-87755,,-13693,-52675,,-3018,-0.53
1031,5015,華祺,1278074,1018523,,259551,,,,259551,110111,,149440,8435,157875,21546,136329,,,136329,-2731,,133598,136329,,0,133598,,0,2.25
