,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,營業毛利（毛損）,生物資產當期公允價值減出售成本之變動利益（損失）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
0,1101,台泥,57500246,41440890,,16059356,,,,16059356,2429709,,13629647,810554,14440201,3863896,10576305,,,10576305,6342317,,16918622,10009630,,566675,16290317,,628305,2.14
1,1102,亞泥,39009089,29679533,,9329556,,0,518,9330074,1605059,,7725015,2114043,9839058,2058123,7780935,,,7780935,4111990,,11892925,6226635,,1554300,10178898,,1714027,1.98
2,1103,嘉泥,1000927,856092,,144835,,,,144835,166691,,-21856,234262,212406,86443,125963,315683,,441646,1502837,,1944483,399116,,42530,1869002,,75481,0.62
3,1104,環球水泥,2314855,2049605,,265250,,,,265250,193684,,71566,406175,477741,69343,408398,,,408398,92573,,500971,412775,,-4377,505348,,-4377,0.63
4,1108,幸福水泥,1684246,1621869,,62377,,,,62377,111128,16056,-32695,-1149,-33844,-25869,-7975,-178,,-8153,-5570,,-13723,-7022,,-1131,-12592,,-1131,-0.02
5,1109,信大水泥,2809557,1987278,,822279,,,,822279,190215,,632064,14995,647059,254950,392109,,,392109,15924,,408033,248086,,144023,258482,,149551,0.69
6,1110,東泥,792194,724213,,67981,,,,67981,51465,,16516,36662,53178,-2244,55422,,,55422,19066,,74488,55288,,134,74397,,91,0.1
7,1201,味全公司,8828716,6163547,,2665169,,,,2665169,2539722,,125447,-257792,-132345,-81154,-51191,,,-51191,55586,,4395,62156,,-113347,117650,,-113255,0.12
8,1203,味王公司,2946087,1981033,,965054,,0,0,965054,522763,,442291,48766,491057,159368,331689,0,,331689,39926,,371615,203280,,128409,231008,,140607,0.86
9,1210,大成長城,34984170,29999438,,4984732,,,,4984732,3869947,,1114785,474504,1589289,285045,1304244,,,1304244,169623,,1473867,1119070,,185174,1247917,,225950,1.64
10,1213,大飲,292227,261868,,30359,,,,30359,29207,,1152,2394,3546,1530,2016,,,2016,-13,,2003,2016,,,2003,,,0.04
11,1215,卜蜂企業,10220457,8870867,,1349590,,,,1349590,774387,-1092,574111,-2679,571432,160200,411232,,,411232,40378,,451610,393036,,18196,432712,,18898,1.47
12,1216,統一,214645776,141454456,,73191320,,,,73191320,58344203,,14847117,5446510,20293627,5113012,15180615,,,15180615,1179479,,16360094,9770190,,5410425,11064497,,5295597,1.72
13,1217,愛之味,1982512,1328101,,654411,,,,654411,610155,,44256,-45674,-1418,-9808,8390,0,,8390,140111,,148501,1778,,6612,139679,,8822,0.0
14,1218,泰山企業,3846852,3162170,,684682,,798,539,684423,638478,,45945,182452,228397,12534,215863,,,215863,-383,,215480,215691,,172,215308,,172,0.47
15,1219,福壽實業,5850333,5347619,,506714,4000,,,506714,429431,,77283,2119,79402,18943,60459,,,60459,601,,61060,83081,,-22622,83594,,-22534,0.26
16,1220,台榮,1203975,1038539,,165436,,,,165436,104012,,61424,14789,76213,9880,66333,,,66333,364,,66697,57598,,8735,57966,,8731,0.33
17,1225,福懋油,5463107,4981929,,481178,,64,,481114,299108,17506,199512,26815,226327,44552,181775,,,181775,7435,,189210,157256,,24519,164691,,24519,0.72
18,1227,佳格,12421997,8742152,,3679845,,,,3679845,2426062,,1253783,110412,1364195,268868,1095327,,,1095327,127206,,1222533,1094694,,633,1211860,,10673,1.21
19,1229,聯華實業,2488302,2078908,,409394,,,,409394,267586,,141808,1085908,1227716,38364,1189352,,,1189352,531930,,1721282,1190651,,-1299,1722304,,-1022,1.24
20,1231,聯華食品,3767881,2996087,,771794,,,,771794,552930,,218864,33091,251955,49502,202453,,,202453,6279,,208732,202349,,104,208436,,296,1.27
21,1232,大統益,8382090,7492684,,889406,,,,889406,363352,,526054,21262,547316,107904,439412,,,439412,227,,439639,430011,,9401,430235,,9404,2.69
22,1233,天仁,1086757,457461,0,629296,0,0,0,629296,535104,,94192,23004,117196,22906,94290,0,,94290,85841,,180131,94160,0,130,179886,,245,1.04
23,1234,黑松,4454176,3374339,,1079837,,,,1079837,1050290,,29547,303971,333518,44787,288731,,,288731,6605,,295336,288731,,,295336,,,0.72
24,1235,興泰,13381,13454,,-73,,,,-73,8071,,-8144,35848,27704,-646,28350,,,28350,1108605,,1136955,28350,,,1136955,,,0.33
25,1236,宏亞食品,898907,679554,,219353,,,,219353,241881,,-22528,5564,-16964,490,-17454,,,-17454,126528,,109074,-17454,,,109074,,0,-0.16
26,1240,茂生農經,721109,638564,466,83445,434,,,83445,52323,,31122,20572,51694,5231,46463,,,46463,114373,,160836,,,,,,,1.55
27,1256,鮮活果汁-KY,1634338,1080644,,553694,,,,553694,270720,,282974,16663,299637,77660,221977,,,221977,6192,,228169,221730,,247,228073,,96,7.21
28,1258,其祥-KY,1409658,1201854,,207804,,,,207804,182960,,24844,-1949,22895,6114,16781,,,16781,18295,,35076,8267,0,8514,24051,0,11025,0.22
29,1259,安心,2543588,1910364,,633224,,,,633224,551701,,81523,1917,83440,26233,57207,,,57207,1372,,58579,66262,,-9055,67211,,-8632,2.05
30,1262,綠悅-KY,2137649,2089612,,48037,,,,48037,203779,,-155742,-56181,-211923,-27821,-184102,,,-184102,119205,,-64897,-184102,,,-64897,,,-1.13
31,1264,德麥,1918781,1205557,,713224,,,0,713224,387372,,325852,4415,330267,81579,248688,,,248688,10302,,258990,213060,,35628,220454,,38536,6.32
32,1268,漢來美食,1818063,1029803,,788260,,,,788260,642323,,145937,25500,171437,38532,132905,,,132905,-59025,,73880,132905,,,73880,,,3.4
33,1301,台塑,116643451,95774876,,20868575,,,,20868575,5629050,,15239525,18967914,34207439,5169657,29037782,,,29037782,18681152,,47718934,29037782,,,47718934,,,4.56
34,1303,南亞塑膠,168674081,141237162,,27436919,,,24272,27461191,9585832,,17875359,17427334,35302693,5432212,29870481,,,29870481,12304122,,42174603,30134392,,-263911,42371827,,-197224,3.8
35,1304,台聚,30332479,26618432,,3714047,,,,3714047,1900458,,1813589,380942,2194531,530423,1664108,4057,,1668165,354851,,2023016,527430,,1140735,693612,,1329404,0.49
36,1305,華夏,7822558,6052776,,1769782,,,,1769782,590365,,1179417,36933,1216350,218463,997887,4057,,1001944,11691,,1013635,924202,,77742,935918,,77717,1.82
37,1307,三芳化工,4457733,3494471,,963262,,,,963262,791609,,171653,40808,212461,48296,164165,,,164165,176744,,340909,164165,,,340909,,,0.41
38,1308,亞聚,2961396,2819950,,141446,,,,141446,105424,,36022,147812,183834,22516,161318,,,161318,-142270,,19048,161318,,,19048,,,0.29
39,1309,台達化工,10788137,9945162,,842975,,,,842975,398511,,444464,59912,504376,122172,382204,,,382204,-35158,,347046,382204,,,347046,,,1.17
40,1310,台苯,8076162,6907983,,1168179,,,,1168179,248510,,919669,20373,940042,225754,714288,,,714288,-52539,,661749,737651,,-23363,683599,,-21850,1.4
41,1312,國喬石化,12291297,10112383,,2178914,,,,2178914,682284,,1496630,973295,2469925,629088,1840837,,,1840837,362105,,2202942,1776198,,64639,2035892,,167050,1.96
42,1313,聯成,30044450,28004862,,2039588,,,,2039588,1126696,,912892,-128305,784587,204192,580395,,,580395,188666,,769061,580395,0,,769061,,0,0.46
43,1314,中石化,18942433,16297625,,2644808,,,0,2644808,928268,,1716540,630035,2346575,26052,2320523,,,2320523,146973,,2467496,2322552,,-2029,2467348,,148,0.86
44,1315,達新工業,1175379,1011132,,164247,,,,164247,195442,,-31195,1075,-30120,-12849,-17271,,,-17271,286935,,269664,-17038,,-233,270102,,-438,-0.09
45,1316,上曜,1184595,787229,,397366,,,,397366,191045,,206321,10965,217286,-2709,219995,,,219995,109415,,329410,232306,,-12311,271524,,57886,1.99
46,1319,東陽,12051478,9330588,,2720890,,,0,2720890,1727317,,993573,359697,1353270,259608,1093662,,,1093662,98894,,1192556,1079012,,14650,1174420,,18136,1.82
47,1321,大洋,2447215,2355237,,91978,,,,91978,182048,,-90070,59567,-30503,3280,-33783,,,-33783,66930,,33147,-33783,,,33147,,,-0.15
48,1323,永裕,1809540,1372445,,437095,,,,437095,208032,,229063,15895,244958,73839,171119,,,171119,10372,,181491,146351,,24768,156372,,25119,1.61
49,1324,地球工業,567590,473900,,93690,,,,93690,93016,,674,6127,6801,5713,1088,,,1088,2532,,3620,1088,,0,3620,,0,0.01
50,1325,恒大,447137,395471,,51666,,,,51666,27897,,23769,15287,39056,7438,31618,,,31618,1788,,33406,32304,,-686,33301,,105,0.38
51,1326,台化,198653498,168716960,,29936538,,,,29936538,7315700,,22620838,13259930,35880768,5325877,30554891,,,30554891,23104465,,53659356,27254199,,3300692,46577662,,7081694,4.67
52,1333,恩得利,204505,182706,,21799,,,,21799,134376,,-112577,-32910,-145487,-1583,-143904,,,-143904,3263,,-140641,-135180,,-8724,-131995,,-8646,-1.81
53,1336,台翰,1269314,1084994,,184320,,,,184320,109525,,74795,-13531,61264,13966,47298,,,47298,-2732,,44566,47298,,,44566,,,0.57
54,1337,再生-KY,716771,801531,,-84760,,,,-84760,203197,,-287957,9407,-278550,7897,-286447,,,-286447,46561,,-239886,-286447,,,-239886,,,-1.07
55,1338,廣華-KY,4036378,3048630,,987748,,,,987748,600138,,387610,14736,402346,88227,314119,,,314119,52612,,366731,336712,,-22593,390013,,-23282,4.02
56,1339,昭輝,1431877,1042938,,388939,,,,388939,193191,,195748,113065,308813,59949,248864,,,248864,1873,,250737,258396,,-9532,257285,,-6548,3.49
57,1340,勝悅-KY,1239618,956425,,283193,,,,283193,102598,,180595,31733,212328,37306,175022,,,175022,39223,,214245,175022,,,214245,,,1.38
58,1402,遠東新,105396469,82368563,,23027906,,,277,23028183,14531260,,8496923,4473386,12970309,2157259,10813050,,,10813050,1729564,,12542614,7375615,,3437435,9013394,,3529220,1.48
59,1410,南染,265883,161977,,103906,,,,103906,44388,,59518,9512,69030,12211,56819,,,56819,-2004,,54815,52847,,3972,50843,,3972,0.73
60,1413,宏洲纖維,1766781,1614271,,152510,,,,152510,41190,,111320,2665,113985,-18000,131985,,,131985,-1680,,130305,,,,,,,1.0
61,1414,東和,505154,457950,,47204,,,,47204,40457,,6747,7440,14187,-1433,15620,,,15620,10600,,26220,,,,,,,0.07
62,1416,廣豐,117677,723,,116954,,,,116954,156500,,-39546,109782,70236,16942,53294,,,53294,31913,,85207,53294,,0,85207,,0,0.29
63,1417,嘉裕,781105,663511,,117594,,,,117594,314258,,-196664,126248,-70416,16780,-87196,,,-87196,65941,,-21255,-87196,,,-21255,,,-0.23
64,1418,東華,434924,468676,,-33752,,,,-33752,46975,-2287,-83014,-12960,-95974,67,-96041,,,-96041,161556,,65515,-96030,,-11,65526,,-11,-1.77
65,1419,新紡,723271,572850,,150421,,,,150421,204557,,-54136,52607,-1529,5018,-6547,,,-6547,443844,,437297,-3219,,-3328,440625,,-3328,-0.01
66,1423,利華羊毛,425512,391435,,34077,,,,34077,18388,,15689,41220,56909,4785,52124,,,52124,38851,,90975,,,,,,,0.3
67,1432,大魯閣實業,409776,81609,,328167,,,,328167,459789,,-131622,4061,-127561,1329,-128890,,,-128890,-11595,,-140485,-111604,,-17286,-123210,,-17275,-0.66
68,1434,福懋興業,22467681,19606601,,2861080,,,,2861080,1387964,,1473116,1037612,2510728,720225,1790503,,,1790503,3788353,,5578856,1540722,,249781,5206700,,372156,0.91
69,1435,中福國際,16596,929,,15667,,0,0,15667,17551,0,-1884,8216,6332,0,6332,,,6332,-2349,,3983,6332,,0,3983,,0,0.05
70,1436,華友聯,1027713,728786,,298927,,,,298927,96087,,202840,-28895,173945,8313,165632,,,165632,882,,166514,165632,,,166514,,,2.18
71,1437,勤益投控,308261,79358,,228903,,,,228903,51849,,177054,3238,180292,33933,146359,,,146359,509,,146868,146254,,105,146742,,126,0.76
72,1438,裕豐,4,44,,-40,,,,-40,4428,,-4468,1685,-2783,,-2783,,,-2783,,,-2783,,,,,,,-0.03
73,1439,中和羊毛,145358,139649,,5709,,,,5709,19466,,-13757,-1743,-15500,1278,-16778,,,-16778,,,-16778,,,,,,,-0.18
74,1440,南紡,12481670,10805556,,1676114,,,,1676114,1077373,,598741,316481,915222,194332,720890,,,720890,-36322,,684568,720717,,173,680149,,4419,0.44
75,1441,大東紡織,869131,868566,,565,,,,565,115370,,-114805,1308179,1193374,70730,1122644,,,1122644,-63906,,1058738,1122644,,,1058738,,,14.56
76,1442,名軒,739188,508861,,230327,,,,230327,96953,,133374,2817,136191,14952,121239,,,121239,-871,,120368,121239,,0,120368,,0,0.4
77,1443,立益紡織,597889,586254,,11635,,,,11635,87044,,-75409,58047,-17362,3461,-20823,347,,-20476,-9564,,-30040,1291,,-21767,-3538,,-26502,0.01
78,1444,力麗,6091552,5587220,,504332,,0,10,504342,357394,,146948,273688,420636,66260,354376,,,354376,-175490,,178886,360130,,-5754,207757,,-28871,0.38
79,1445,大宇紡織,804050,766295,,37755,,,,37755,63707,,-25952,3202,-22750,-6592,-16158,0,,-16158,-4718,,-20876,-16158,0,0,-20876,0,0,-0.12
80,1446,宏和,217990,208244,,9746,,,,9746,48776,,-39030,14164,-24866,2225,-27091,,,-27091,3881,,-23210,-27091,,,-23210,,,-0.2
81,1447,力鵬,9457406,8966385,,491021,,,,491021,361539,,129482,288622,418104,51667,366437,,,366437,-218529,,147908,366418,,19,197148,,-49240,0.42
82,1449,佳和實業,1184683,1168870,,15813,,,,15813,187303,,-171490,-22772,-194262,-758,-193504,,,-193504,46596,,-146908,-151167,,-42337,-101065,,-45843,-1.26
83,1451,年興紡織,4033511,3683486,,350025,,,,350025,292258,,57767,151981,209748,87737,122011,,,122011,124450,,246461,122046,,-35,246883,,-422,0.62
84,1452,宏益,1003964,846515,,157449,,,,157449,59575,,97874,11712,109586,20412,89174,,,89174,50,,89224,89174,,,89224,,,0.67
85,1453,大將,20716,19873,,843,,,,843,20313,,-19470,371184,351714,-523,352237,,,352237,0,,352237,352275,,-38,352275,,-38,3.93
86,1454,台富,962694,870775,,91919,,,,91919,73594,-170,18155,3319,21474,-4579,26053,,,26053,-4905,,21148,26053,,,21148,,,0.2
87,1455,集盛,8097406,7674399,,423007,,,,423007,267917,,155090,133670,288760,35054,253706,,,253706,-29175,,224531,253706,,,224531,,,0.41
88,1456,怡華,204335,160051,,44284,,,,44284,37896,,6388,-26660,-20272,4306,-24578,,,-24578,-8010,,-32588,,,,,,,-0.26
89,1457,宜進,2744334,2402435,,341899,,,,341899,154914,,186985,387799,574784,48916,525868,,,525868,-27957,,497911,413520,,112348,395278,,102633,1.76
90,1459,聯發紡織,1785401,1738628,,46773,,,,46773,92582,,-45809,195429,149620,13225,136395,,,136395,34447,,170842,136223,,172,170670,,172,0.43
91,1460,宏遠,4527357,3718452,,808905,,,,808905,689087,652,120470,34284,154754,38189,116565,,,116565,34785,,151350,116568,,-3,151353,,-3,0.25
92,1463,強盛染整,610344,364439,,245905,,,,245905,73421,,172484,44132,216616,5589,211027,0,,211027,3934,,214961,179995,,31032,183929,,31032,1.09
93,1464,得力實業,4175927,3527105,,648822,,,,648822,592122,47725,104425,64871,169296,46974,122322,,,122322,81596,,203918,98776,,23546,172899,,31019,0.3
94,1465,偉全實業,800534,737215,,63319,,,,63319,94364,,-31045,23448,-7597,1667,-9264,,,-9264,17404,,8140,2857,,-12121,16663,,-8523,0.03
95,1466,聚隆,1982208,1887801,0,94407,0,0,0,94407,116854,0,-22447,-10409,-32856,-555,-32301,0,,-32301,1475,,-30826,-32301,0,0,-30826,0,0,-0.29
96,1467,南緯實業,3299604,2746527,,553077,,,,553077,653397,,-100320,8230,-92090,42002,-134092,,,-134092,-43749,,-177841,-138837,,4745,-182303,,4462,-0.66
97,1468,昶和纖維,459720,368627,,91093,,,,91093,87723,,3370,16802,20172,0,20172,,,20172,4713,,24885,18118,,2054,22710,,2175,0.11
98,1470,大統新創,369693,293936,,75757,,,,75757,57542,-38,18177,1490,19667,4164,15503,,,15503,-5671,,9832,15503,,0,9832,,0,0.18
99,1471,首利,605390,650651,,-45261,,,,-45261,137406,,-182667,17946,-164721,-426,-164295,,,-164295,3953,,-160342,-164056,,-239,-160093,,-249,-1.09
100,1472,三洋紡,299142,312953,,-13811,,,,-13811,38022,345,-51488,-725,-52213,-1790,-50423,,,-50423,2540,,-47883,-50423,,,-47883,,,-1.18
101,1473,台南企業,4142069,3697718,,444351,,,,444351,585548,,-141197,49130,-92067,28032,-120099,,,-120099,48517,,-71582,-97653,,-22446,-50520,,-21062,-0.67
102,1474,弘裕,1808399,1585257,,223142,,,,223142,157778,,65364,16505,81869,12948,68921,,,68921,2550,,71471,70259,,-1338,72809,,-1338,0.54
103,1475,本盟光電,29894,47670,,-17776,,,,-17776,11533,,-29309,3434,-25875,122,-25997,,,-25997,-388,,-26385,-25435,,-562,-25514,,-871,-1.59
104,1476,儒鴻,13501580,9729819,,3771761,,,,3771761,1256571,,2515190,123595,2638785,536906,2101879,-1155,,2100724,86190,,2186914,2100724,,0,2186914,,0,7.66
105,1477,聚陽實業,10196328,8198069,,1998259,,,,1998259,1236155,,762104,-36633,725471,170010,555461,,,555461,74736,,630197,551180,,4281,625729,,4468,2.63
106,1503,士電,12106064,9630454,,2475610,,,,2475610,1528986,,946624,232286,1178910,439450,739460,,,739460,80191,,819651,704004,,35456,781243,,38408,1.35
107,1504,東元電機,25045475,18923208,,6122267,,9360,9145,6122052,4337230,,1784822,467410,2252232,452942,1799290,,,1799290,271574,,2070864,1640254,,159036,1906376,,164488,0.83
108,1506,正道,624727,562902,,61825,,,,61825,117549,,-55724,31050,-24674,-3587,-21087,,,-21087,17873,,-3214,-16597,,-4490,-1427,,-1787,-0.14
109,1507,永大機電,7903102,6017598,,1885504,,,,1885504,1254332,,631172,-14897,616275,167479,448796,0,,448796,92355,,541151,430117,,18679,522472,,18679,1.05
110,1512,瑞利,1460762,1325884,,134878,,,,134878,146739,,-11861,-24030,-35891,-25,-35866,,,-35866,5240,,-30626,-35866,,,-30626,,,-0.18
111,1513,中興電,5433197,4348469,,1084728,,,,1084728,796209,,288519,64321,352840,52048,300792,,,300792,-8547,,292245,290343,,10449,280610,,11635,0.71
112,1514,亞力電機,2037862,1727793,,310069,,0,464,310533,231736,0,78797,31989,110786,15292,95494,,,95494,1456,,96950,100277,,-4783,101344,,-4394,0.5
113,1515,力山,2049668,1730149,,319519,,,,319519,301561,,17958,70416,88374,19509,68865,,,68865,50755,,119620,68117,,748,118738,,882,0.38
114,1516,川飛,515017,499052,,15965,,,,15965,6308,0,9657,459,10116,0,10116,0,,10116,0,,10116,,,,,,,0.33
115,1517,利奇機械,1428685,1311467,,117218,,,,117218,199578,,-82360,210858,128498,36073,92425,-698,,91727,11613,,103340,91192,,535,103107,,233,0.4
116,1519,華城電機,2451482,2357488,,93994,,,,93994,283897,,-189903,48315,-141588,-18630,-122958,,,-122958,-13607,,-136565,-121523,,-1435,-135158,,-1407,-0.47
117,1521,大億,3182112,2697747,,484365,,4939,1453,480879,285157,-254,195468,63558,259026,56212,202814,,,202814,3579,,206393,202814,,,206393,,,2.66
118,1522,堤維西,8216464,6350725,,1865739,,787,1375,1866327,1460062,,406265,134055,540320,81362,458958,,,458958,25132,,484090,467190,,-8232,493228,,-9138,1.5
119,1524,耿鼎企業,1200711,958416,,242295,,,,242295,135602,0,106693,9794,116487,26979,89508,,,89508,4974,,94482,89508,,,94482,,,0.5
120,1525,江申工業,628151,564128,,64023,,,,64023,48496,,15527,248303,263830,62032,201798,,,201798,3583,,205381,201798,,,205381,,,2.75
121,1526,日馳,601440,443429,,158011,,,,158011,90644,,67367,15346,82713,21644,61069,0,,61069,112,,61181,61069,,,61181,,,1.22
122,1527,鑽全,1827041,1286083,,540958,,,,540958,174736,,366222,289275,655497,108360,547137,,,547137,0,,547137,,,,,,,3.97
123,1528,恩德,2585846,1882628,,703218,,,,703218,645435,,57783,15900,73683,12159,61524,,,61524,-7087,,54437,62616,,-1092,55466,,-1029,0.35
124,1529,樂士,84100,50077,,34023,,,,34023,15540,0,18483,11549,30032,54,29978,,,29978,,,29978,29978,,0,29978,,0,0.05
125,1530,亞崴機電,2393888,1904560,,489328,,,1300,490628,281086,,209542,63048,272590,83850,188740,,,188740,5505,,194245,186424,,2316,191485,,2760,1.93
126,1531,高林股,1258792,1007225,,251567,,,,251567,170739,,80828,48927,129755,50259,79496,,,79496,-12113,,67383,79496,,,67383,,,0.43
127,1532,勤美,7235326,5531426,,1703900,,,,1703900,1130528,3520,576892,6085,582977,177001,405976,360545,,766521,-8631,,757890,699745,,66776,684529,,73361,1.82
128,1533,車王電,1344887,905439,,439448,,,,439448,363788,,75660,88628,164288,56627,107661,,,107661,32714,,140375,138031,,-30370,170745,,-30370,1.4
129,1535,中宇,5021394,4732610,,288784,,10730,,278054,213090,,64964,17391,82355,36592,45763,,,45763,29419,,75182,45763,,,75182,,,0.37
130,1536,和大工業,3571697,2429443,,1142254,,,,1142254,449266,,692988,54095,747083,108871,638212,,,638212,23237,,661449,636192,,2020,658827,,2622,2.5
131,1537,廣隆光電,4167744,3323825,,843919,,,,843919,256546,,587373,62763,650136,151220,498916,,,498916,75840,,574756,498916,,0,574756,,0,6.11
132,1538,正峰新,224055,194435,,29620,,,,29620,76887,,-47267,-14632,-61899,0,-61899,,,-61899,3915,,-57984,-61899,,,-57984,,,-1.1
133,1539,巨庭機械,1421711,1284336,,137375,,,,137375,61626,,75749,28703,104452,19481,84971,-2945,,82026,-1308,,80718,82026,,,80718,,,1.25
134,1540,喬福機械,230186,167964,,62222,,,,62222,31180,,31042,51469,82511,7921,74590,,,74590,-102,,74488,74590,,0,74488,,0,0.87
135,1541,錩泰,1701578,1486197,,215381,,,,215381,155973,,59408,27204,86612,16224,70388,,,70388,5827,,76215,70388,,,76215,,,0.89
136,1558,伸興,2899813,2211886,,687927,,,,687927,298284,,389643,124305,513948,142150,371798,,,371798,27922,,399720,367212,,4586,395134,,4586,6.07
137,1560,中砂,2420679,1664455,,756224,,,,756224,355926,,400298,13526,413824,92753,321071,,,321071,4933,,326004,319936,,1135,324869,,1135,2.27
138,1565,精華光學,3305585,2091430,,1214155,,,,1214155,234616,,979539,67299,1046838,215830,831008,,,831008,2805,,833813,831008,,,833813,,,16.48
139,1566,捷邦,2652481,2312989,,339492,,,,339492,286135,,53357,22227,75584,34621,40963,,,40963,21495,,62458,20956,,20007,35964,,26494,0.31
140,1568,倉佑,1417207,1199029,,218178,,,,218178,132024,,86154,35955,122109,29412,92697,,,92697,6601,,99298,92697,,,99298,,,0.9
141,1569,濱川,1638868,1346647,,292221,,,,292221,216829,,75392,-47520,27872,12265,15607,,,15607,47832,,63439,13566,,2041,59575,,3864,0.13
142,1570,力肯實業,303879,230535,,73344,,,,73344,37303,,36041,6304,42345,9479,32866,,,32866,389,,33255,32866,,0,33255,,0,0.64
143,1580,新麥企業,2012693,1216840,,795853,,,,795853,518171,,277682,15621,293303,102032,191271,,,191271,18530,,209801,185033,,6238,202332,,7469,3.68
144,1582,信錦,4167227,3305110,,862117,,,,862117,397341,,464776,108847,573623,191477,382146,,,382146,62214,,444360,382146,,,444360,,,2.32
145,1583,程泰,4209399,3170245,,1039154,,,,1039154,579036,,460118,120843,580961,175418,405543,,,405543,134407,,539950,303854,,101689,435578,,104372,2.75
146,1584,精剛精密,326104,328824,,-2720,,,,-2720,37073,,-39793,-2322,-42115,-601,-41514,,,-41514,-13188,,-54702,-41229,,-285,-53181,,-1521,-0.5
147,1586,和勤精機,1253630,1032304,,221326,,,,221326,136136,,85190,5001,90191,32923,57268,,,57268,3377,,60645,57268,,0,60645,,0,0.76
148,1587,吉茂,661546,542070,,119476,,,,119476,129562,,-10086,608,-9478,-1759,-7719,,,-7719,10782,,3063,-7719,,0,3063,,0,-0.12
149,1589,永冠-KY,2935082,2586137,,348945,,,,348945,521665,,-172720,17622,-155098,17334,-172432,,,-172432,130419,,-42013,-170607,,-1825,-42009,,-4,-1.51
150,1590,亞德客-KY,8170808,4089901,,4080907,,,,4080907,1661126,,2419781,-190628,2229153,527132,1702021,,,1702021,66005,,1768026,1702097,,-76,1768116,,-90,9.01
151,1591,駿吉-KY,357829,312823,,45006,,,,45006,29016,,15990,-485,15505,1948,13557,,,13557,15845,,29402,13557,,,29402,,,0.41
152,1592,英瑞-KY,2131072,1589117,,541955,,,,541955,767698,216848,-8895,-64621,-73516,26890,-100406,,,-100406,30638,,-69768,-100406,,,-69768,,,-1.01
153,1593,祺驊,332117,241858,,90259,,,,90259,60259,,30000,13068,43068,5224,37844,,,37844,666,,38510,37738,,106,38404,,106,1.2
154,1595,川寶科技,924822,666601,,258221,,,,258221,160634,,97587,33995,131582,41554,90028,,,90028,2410,,92438,90028,,,92438,,,1.91
155,1597,直得,1089719,563100,,526619,,,,526619,217542,,309077,17029,326106,75439,250667,,,250667,3309,,253976,252009,,-1342,255303,,-1327,3.41
156,1598,岱宇國際,2659483,2077064,,582419,,,,582419,797754,102571,-112764,38523,-74241,-31330,-42911,,,-42911,8865,,-34046,-40160,,-2751,-32511,,-1535,-0.45
157,1599,宏佳騰,974250,777011,,197239,,,,197239,192323,,4916,15745,20661,12941,7720,,,7720,9602,,17322,7720,,,17322,,,0.13
158,1603,華電,1086564,990349,,96215,,,,96215,75344,3728,24599,3588,28187,15394,12793,0,,12793,-24917,,-12124,12793,,0,-12589,,465,0.08
159,1604,聲寶,4021015,3281800,,739215,,,,739215,587932,,151283,227499,378782,27830,350952,,,350952,49443,,400395,335422,,15530,385188,,15207,0.73
160,1605,華新,102071118,90066185,,12004933,,,,12004933,2269302,,9735631,2195431,11931062,4301249,7629813,,,7629813,3545639,,11175452,7608073,,21740,11153321,,22131,2.29
161,1608,華榮,4396654,4119880,,276774,,,,276774,85657,,191117,-262057,-70940,29494,-100434,,,-100434,-1811,,-102245,-119504,,19070,-121013,,18768,-0.28
162,1609,大亞電線,9278426,8584212,,694214,,,,694214,450035,,244179,276548,520727,71425,449302,,,449302,27518,,476820,382676,,66626,402666,,74154,0.68
163,1611,中電,1247546,989659,,257887,,0,0,257887,335406,,-77519,-4837,-82356,-11320,-71036,,,-71036,-57428,,-128464,-37734,,-33302,-95600,,-32864,-0.09
164,1612,宏泰,1955804,1778210,,177594,,,,177594,81613,,95981,3137,99118,25163,73955,,,73955,-76543,,-2588,73906,,49,-2637,,49,0.23
165,1614,三洋電,2740700,2229096,,511604,,,,511604,367147,,144457,-863,143594,33622,109972,,,109972,-47,,109925,108682,,1290,108635,,1290,0.42
166,1615,大山,1731263,1570132,,161131,,,,161131,59257,,101874,3052,104926,21164,83762,0,,83762,-5980,,77782,83762,,,77782,,,0.75
167,1616,億泰,1583368,1478218,,105150,,,,105150,92807,,12343,11893,24236,1865,22371,,,22371,12338,,34709,22371,,,34709,,,0.12
168,1617,榮星電線,1789390,1563365,,226025,,,,226025,138995,,87030,39492,126522,23313,103209,,,103209,620,,103829,103209,,0,103829,,0,0.72
169,1618,合機公司,1182618,1089288,,93330,,,,93330,54341,,38989,25290,64279,8474,55805,,,55805,-5887,,49918,55805,,,49918,,0,0.23
170,1626,艾美特-KY,6563515,5516684,,1046831,,12227,10689,1045293,1012213,0,33080,14048,47128,58031,-10903,,,-10903,12142,,1239,-8477,0,-2426,3543,,-2304,-0.07
